plug_label,colony_id,time_point,category,treatment,bleach_treat,symbiont_treat,treat_tank,tank,Red,Green,Blue
160,A,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,6.613,6.559,3.688
1156,F,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,6.312,5.713,3.358
766,D,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,6.769,6.319,3.759
946,E,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,5.483,4.741,3.59
1180,F,t00,Bleached,L_SS8,Low,SS8,L_SS8_1,1,4.941,3.836,3.209
1141,F,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,5.614,5.483,3.494
843,E,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,6.362,6.143,4.04
199,B,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,6.361,6.362,4.211
361,C,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,5.898,5.743,3.907
3,A,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,5.473,5.346,3.357
305,B,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,6.558,6.817,4.306
77,A,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,6.541,6.344,3.591
298,B,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,5.236,4.379,3.528
510,C,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,6.391,6.817,4.211
712,D,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,6.083,5.963,3.775
198,B,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,6.189,5.978,3.909
521,C,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,6.387,7.729,4.601
727,D,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,6.737,7.194,4.133
655,D,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,5.51,5.229,3.333
1092,F,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,6.147,5.966,3.581
234,B,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,6.4,6.249,3.793
610,D,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,6.057,5.907,3.606
1008,F,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,4.831,3.549,3.288
930,E,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,5.228,4.135,3.289
92,A,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,6.075,5.827,3.526
347,C,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,6.037,5.632,3.592
988,E,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,5.872,5.539,3.561
908,E,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,5.978,5.883,3.493
534,C,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,5.594,5.081,3.616
835,E,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,5.642,4.862,3.714
927,E,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,6,5.703,3.41
1097,F,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,4.827,4.034,3.303
726,D,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,6.502,6.447,3.624
691,D,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,5.413,5.131,3.317
545,C,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,5.073,4.141,3.361
452,C,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,5.676,5.277,3.601
1185,F,t00,Bleached,L_SS8,Low,SS8,L_SS8_2,2,5.338,4.34,3.488
421,C,t00,Bleached,L_SS8,Low,SS8,L_SS8_3,3,6.059,6.106,3.789
327,B,t00,Bleached,L_SS8,Low,SS8,L_SS8_3,3,6.099,5.385,3.65
245,B,t00,Bleached,L_SS8,Low,SS8,L_SS8_3,3,6.732,6.216,3.878
893,E,t00,Bleached,L_SS8,Low,SS8,L_SS8_3,3,6.437,5.86,3.559
70,A,t00,Bleached,L_SS8,Low,SS8,L_SS8_3,3,7.388,8.412,4.247
529,C,t00,Bleached,L_SS8,Low,SS8,L_SS8_3,3,5.73,5.255,3.551
1089,F,t00,Bleached,L_SS8,Low,SS8,L_SS8_3,3,5.555,4.548,3.258
475,C,t00,Bleached,L_SS8,Low,SS8,L_SS8_3,3,5.849,5.405,3.603
953,E,t00,Bleached,L_SS8,Low,SS8,L_SS8_3,3,5.738,5.355,3.576
833,E,t00,Bleached,L_SS8,Low,SS8,L_SS8_3,3,5.832,5.64,3.456
803,D,t00,Bleached,L_SS8,Low,SS8,L_SS8_3,3,7.129,6.436,3.753
984,E,t00,Bleached,L_SS8,Low,SS8,L_SS8_3,3,5.475,4.987,3.502
61,A,t00,Bleached,L_SS8,Low,SS8,L_SS8_3,3,6.546,6.861,3.877
232,B,t00,Bleached,L_SS8,Low,SS8,L_SS8_3,3,6.347,6.063,4.125
1162,F,t00,Bleached,L_SS8,Low,SS8,L_SS8_3,3,5.832,5.34,3.512
89,A,t00,Bleached,L_SS8,Low,SS8,L_SS8_3,3,5.347,4.725,3.337
792,D,t00,Bleached,L_SS8,Low,SS8,L_SS8_3,3,6.152,5.549,3.532
522,C,t00,Bleached,L_SS8,Low,SS8,L_SS8_3,3,5.192,4.047,3.144
1073,F,t00,Bleached,L_SS8,Low,SS8,L_SS8_3,3,5.482,4.625,3.383
302,B,t00,Bleached,L_SS8,Low,SS8,L_SS8_3,3,6.86,6.741,4.254
292,B,t00,Bleached,L_SS8,Low,SS8,L_SS8_3,3,5.672,4.678,3.309
818,D,t00,Bleached,L_SS8,Low,SS8,L_SS8_3,3,6.036,5.571,3.517
11,A,t00,Bleached,L_SS8,Low,SS8,L_SS8_3,3,5.648,5.227,3.404
418,C,t00,Bleached,L_SS8,Low,SS8,L_SS8_3,3,5.639,5.052,3.647
313,B,t00,Bleached,L_SS8,Low,SS8,L_SS8_3,3,5.739,5.738,3.918
22,A,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,6.175,5.932,3.478
166,A,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,6.796,6.977,3.79
687,D,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,6.179,6.212,3.739
447,C,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,5.931,6.343,4.039
283,B,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,6.722,7.072,4.215
130,A,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,6.66,7.229,3.884
1132,F,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,5.184,4.342,3.289
929,E,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,6.29,5.572,3.547
306,B,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,5.781,5.396,3.782
51,A,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,6.489,6.271,3.561
286,B,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,7.059,8.022,4.686
787,D,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,5.101,4.37,3.174
595,D,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,5.213,5.026,3.304
1115,F,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,5.027,4.135,3.264
34,A,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,6.991,6.85,3.654
343,C,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,6.254,5.595,3.697
989,E,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,6.236,5.981,3.804
196,B,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,6.316,5.563,3.985
191,B,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,5.953,6.036,3.856
1025,F,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,5.33,4.665,3.301
1050,F,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,5.918,5.021,3.399
369,C,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,5.69,5.364,3.631
660,D,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,5.761,5.521,3.295
641,D,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,5.901,5.544,3.495
183,B,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,6.672,6.83,4.27
182,B,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,6.625,6.468,4.177
1118,F,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,5.053,4.411,3.262
82,A,t00,Bleached,M_RIC,Medium,RIC,M_RIC_1,1,6.236,6.254,3.649
1131,F,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,5.723,5.093,3.417
569,C,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,6.501,6.854,4.113
759,D,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,5.669,5.383,3.307
567,C,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,5.345,4.969,3.539
987,E,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,5.869,5.601,3.688
387,C,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,5.413,5.165,3.616
47,A,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,6.73,6.849,3.667
1200,F,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,5.552,4.912,3.405
882,E,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,6.372,5.869,3.708
29,A,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,7.036,7.113,3.782
585,C,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,6.418,6.872,4.065
880,E,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,5.611,5.073,3.342
743,D,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,6.634,6.751,4.121
790,D,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,5.486,5.342,3.626
896,E,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,5.952,5.359,3.517
246,B,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,5.525,4.547,3.456
169,A,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,6.556,6.022,3.315
225,B,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,6.339,6.513,4.136
1026,F,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,4.702,3.895,3.214
1192,F,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,4.944,4.027,3.275
1225,F,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,5.393,4.799,3.282
67,A,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,6.137,6.278,3.609
784,D,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,6.091,5.742,3.617
563,C,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,5.567,5.526,3.791
926,E,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,4.678,3.975,3.215
23,A,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,5.891,5.795,3.569
203,B,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,6.511,6.396,4.101
870,E,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,6.077,5.299,3.388
950,E,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,5.138,4.2,3.28
1071,F,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,5.167,4.414,3.328
259,B,t00,Bleached,M_RIC,Medium,RIC,M_RIC_2,2,5.75,5.293,3.635
330,B,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,6.593,6.495,3.943
372,C,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,6.402,6.278,3.841
1168,F,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,6.111,5.803,3.797
838,E,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,5.953,5.295,3.486
285,B,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,6.208,5.722,3.676
46,A,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,6.719,7.329,3.898
290,B,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,5.637,4.958,3.57
638,D,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,5.804,5.78,3.504
656,D,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,6.934,6.718,3.608
828,E,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,5.145,4.643,3.377
464,C,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,5.937,5.919,3.811
454,C,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,6.272,6.815,4.16
424,C,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,6.249,5.694,3.555
1171,F,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,5.812,4.807,3.455
844,E,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,6.782,6.384,3.861
279,B,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,5.861,5.176,3.626
539,C,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,5.532,4.886,3.476
794,D,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,6.353,5.813,3.607
606,D,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,6.79,6.673,3.696
503,C,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,6.667,7.629,4.425
517,C,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,5.642,4.505,3.311
920,E,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,5.331,4.929,3.354
31,A,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,6.699,7.031,3.974
60,A,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,6.387,6.589,3.655
786,D,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,5.468,5.23,3.474
1182,F,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,5.55,4.876,3.393
42,A,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,6.148,5.899,3.411
1105,F,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,5.068,4.213,3.354
761,D,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,6.428,6.626,4.256
846,E,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,5.223,4.451,3.26
918,E,t00,Bleached,M_RIC,Medium,RIC,M_RIC_3,3,5.532,5.371,3.354
257,B,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,6.863,6.997,4.285
1183,F,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,5.615,4.611,3.482
725,D,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,6.015,5.888,3.429
970,E,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,6.082,5.668,3.579
1104,F,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,5.872,5.299,3.53
884,E,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,6.733,6.296,3.853
375,C,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,7.033,8.248,4.546
446,C,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,6.579,6.348,4.004
520,C,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,5.296,4.749,3.571
855,E,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,5.796,5.696,3.608
980,E,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,6.193,5.776,3.448
136,A,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,5.996,5.638,3.41
253,B,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,6.898,6.659,3.921
675,D,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,6.982,7.208,4.15
278,B,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,5.769,5.414,3.97
871,E,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,5.413,4.674,3.348
1208,F,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,5.28,4.164,3.382
104,A,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,5.628,4.929,3.343
480,C,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,6.001,6.168,4.013
188,B,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,6.221,5.996,3.948
1027,F,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,5.091,3.937,3.314
308,B,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,6.165,5.793,3.987
851,E,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,5.8,5.273,3.555
1006,F,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,5.552,4.325,3.378
1045,F,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,5.067,4.028,3.274
602,D,t00,Bleached,M_SD,Medium,SD,M_SD_1,1,5.775,5.514,3.337
126,A,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,7.2,7.09,3.915
516,C,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,5.745,4.848,3.231
364,C,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,6.039,5.855,3.774
45,A,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,6.861,7.186,3.815
665,D,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,6.69,6.769,3.826
1153,F,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,5.271,5.387,3.472
1120,F,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,5.128,4.237,3.317
978,E,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,6.021,5.467,3.656
707,D,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,5.909,6.076,3.791
150,A,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,6.226,5.892,3.388
826,E,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,5.858,5.478,3.481
428,C,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,5.598,5.515,3.857
388,C,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,6.144,6.187,3.762
1197,F,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,5.187,4.383,3.305
315,B,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,6.712,6.766,4.083
704,D,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,5.806,5.786,3.495
109,A,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,5.566,5.118,3.377
897,E,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,5.185,4.608,3.253
1046,F,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,5.356,4.47,3.353
1096,F,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,5.695,5.025,3.562
1029,F,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,5.807,4.759,3.321
1143,F,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,4.991,4.22,3.283
868,E,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,6.628,6.036,3.873
311,B,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,6.157,5.936,3.93
157,A,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,5.301,4.189,3.208
900,E,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,6.031,5.703,3.745
774,D,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,6.102,6.247,3.959
271,B,t00,Bleached,M_SD,Medium,SD,M_SD_2,2,6.854,6.883,4.099
309,B,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,6.532,6.542,4.105
612,D,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,7.194,7.038,3.774
562,C,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,5.447,4.6,3.421
73,A,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,6.249,6.216,3.616
8,A,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,6.485,6.3,3.427
258,B,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,6.152,5.611,3.695
699,D,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,6.655,6.627,3.863
135,A,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,5.566,5.019,3.328
322,B,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,7.165,7.154,4.436
808,D,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,6.304,6.21,3.929
119,A,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,5.438,5.087,3.406
962,E,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,5.437,4.508,3.269
807,D,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,6.272,5.939,3.473
111,A,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,5.506,4.798,3.299
524,C,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,5.782,5.853,3.773
538,C,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,5.681,5.46,3.638
37,A,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,7.244,7.003,3.643
71,A,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,6.505,6.571,3.557
721,D,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,6.004,6.056,3.842
439,C,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,5.009,4.184,3.31
214,B,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,5.794,5.664,3.68
957,E,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,6.004,5.999,3.605
919,E,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,5.566,5.266,3.671
1076,F,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,5.21,4.761,3.464
224,B,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,6.583,6.69,4.26
471,C,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,6.403,6.948,4.192
304,B,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,5.936,5.749,3.815
124,A,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,5.488,5.177,3.407
685,D,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,5.716,5.709,3.543
255,B,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,5.971,6.074,3.818
350,C,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,5.687,5.898,3.83
386,C,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,5.907,5.289,3.61
832,E,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,5.479,5.02,3.444
796,D,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,6.754,6.962,4.258
1032,F,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,4.957,4.162,3.316
683,D,t00,Bleached,M_SD,Medium,SD,M_SD_3,3,6.197,6.245,3.957
129,A,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,6.288,5.814,3.325
825,E,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,5.845,5.926,3.583
185,B,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,6.591,6.381,4.1
934,E,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,6.086,5.732,3.722
49,A,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,7.486,7.454,3.847
1056,F,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,5.552,4.603,3.299
401,C,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,6.499,6.835,4.044
467,C,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,5.689,4.73,3.365
637,D,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,7.183,7.504,4.372
394,C,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,5.438,4.75,3.437
171,A,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,5.888,4.993,3.341
713,D,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,5.428,5.461,3.283
992,E,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,6.33,6.121,3.684
436,C,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,5.275,4.911,3.501
460,C,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,6.408,6.971,4.15
815,D,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,6.462,6.299,3.543
366,C,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,5.978,5.683,3.654
250,B,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,5.818,5.283,3.7
518,C,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,6.702,7.3,4.433
879,E,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,5.303,4.722,3.335
701,D,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,6.797,7.006,3.938
282,B,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,6.47,6.645,4.207
318,B,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,6.295,6.411,4.127
239,B,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,6.224,6.156,3.902
262,B,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,5.999,5.582,3.561
1199,F,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,5.17,4.367,3.345
1084,F,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,5.46,5.137,3.515
1101,F,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,5.769,5.476,3.663
2,A,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,5.358,4.927,3.25
248,B,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,7.964,9.307,5.25
1215,F,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,5.323,4.797,3.388
857,E,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,6.176,6.016,3.769
231,B,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,5.612,4.934,3.489
470,C,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,6.371,6.755,4.088
57,A,t00,Bleached,M_SS8,Medium,SS8,M_SS8_1,1,6.721,6.519,3.63
1202,F,t00,Bleached,M_SS8,Medium,SS8,M_SS8_2,2,5.751,4.719,3.34
749,D,t00,Bleached,M_SS8,Medium,SS8,M_SS8_2,2,6.069,6.387,3.73
822,E,t00,Bleached,M_SS8,Medium,SS8,M_SS8_2,2,5.701,4.798,3.313
976,E,t00,Bleached,M_SS8,Medium,SS8,M_SS8_2,2,5.949,5.657,3.672
709,D,t00,Bleached,M_SS8,Medium,SS8,M_SS8_2,2,5.662,5.598,3.303
523,C,t00,Bleached,M_SS8,Medium,SS8,M_SS8_2,2,6.284,5.908,3.804
1165,F,t00,Bleached,M_SS8,Medium,SS8,M_SS8_2,2,5.522,4.892,3.486
831,E,t00,Bleached,M_SS8,Medium,SS8,M_SS8_2,2,5.807,4.787,3.374
799,D,t00,Bleached,M_SS8,Medium,SS8,M_SS8_2,2,6.492,6.614,3.792
711,D,t00,Bleached,M_SS8,Medium,SS8,M_SS8_2,2,5.904,5.56,3.657
295,B,t00,Bleached,M_SS8,Medium,SS8,M_SS8_2,2,6.558,6.575,4.043
1042,F,t00,Bleached,M_SS8,Medium,SS8,M_SS8_2,2,5.746,4.711,3.424
241,B,t00,Bleached,M_SS8,Medium,SS8,M_SS8_2,2,6.775,6.921,4.291
58,A,t00,Bleached,M_SS8,Medium,SS8,M_SS8_2,2,6.192,6.355,3.64
752,D,t00,Bleached,M_SS8,Medium,SS8,M_SS8_2,2,5.761,5.643,3.68
294,B,t00,Bleached,M_SS8,Medium,SS8,M_SS8_2,2,6.053,5.804,3.738
233,B,t00,Bleached,M_SS8,Medium,SS8,M_SS8_2,2,6.574,6.856,4.169
244,B,t00,Bleached,M_SS8,Medium,SS8,M_SS8_2,2,6.067,5.774,3.911
202,B,t00,Bleached,M_SS8,Medium,SS8,M_SS8_2,2,6.491,6.63,4.184
